t;Respiration;GSR;Temperature;CFM
12.000;-12.594;-43.106;26.815;60
12.031;-12.602;-43.106;26.815;60
12.063;-12.547;-43.106;26.802;60
12.094;-12.532;-43.106;26.815;60
12.125;-12.532;-43.106;26.815;60
12.156;-12.516;-43.106;26.815;60
12.188;-12.461;-43.106;26.815;60
12.219;-12.461;-43.106;26.815;60
12.250;-12.719;-43.106;26.852;60
12.281;-12.68;-43.106;26.815;60
12.313;-12.672;-43.106;26.815;60
12.344;-12.617;-43.106;26.815;60
12.375;-12.594;-43.106;26.815;60
12.406;-12.586;-43.106;26.815;60
12.438;-12.571;-43.106;26.815;60
12.469;-12.547;-43.106;26.815;60
12.500;-12.555;-43.106;26.815;60
12.531;-12.555;-43.106;26.815;60
12.563;-12.532;-43.106;26.815;60
12.594;-12.516;-43.106;26.815;60
12.625;-12.555;-43.106;26.815;60
12.656;-12.547;-43.106;26.815;60
12.688;-12.82;-43.106;26.827;60
12.719;-12.805;-43.106;26.815;60
12.750;-12.781;-43.106;26.815;60
12.781;-12.766;-43.106;26.815;60
12.813;-12.758;-43.106;26.815;60
12.844;-12.773;-43.106;26.815;60
12.875;-12.836;-43.106;26.815;60
12.906;-12.898;-43.106;26.815;60
12.938;-13.015;-43.106;26.815;60
12.969;-13.023;-43.106;26.815;60
13.000;-13.07;-43.106;26.815;60
13.031;-13.093;-43.106;26.815;60
13.063;-13.132;-43.106;26.815;60
13.094;-13.195;-43.106;26.827;60
13.125;-13.468;-43.106;26.89;60
13.156;-13.444;-43.106;26.815;60
13.188;-13.413;-43.106;26.815;60
13.219;-13.429;-43.106;26.815;60
13.250;-13.444;-43.106;26.815;60
13.281;-13.421;-43.106;26.815;60
13.313;-13.429;-43.106;26.815;60
13.344;-13.452;-43.106;26.815;60
13.375;-13.46;-43.106;26.827;60
13.406;-13.483;-43.106;26.815;60
13.438;-13.483;-43.106;26.827;60
13.469;-13.507;-43.106;26.815;60
13.500;-13.553;-43.106;26.815;60
13.531;-13.522;-43.106;26.827;60
13.563;-13.811;-43.106;26.84;60
13.594;-13.787;-43.106;26.827;60
13.625;-13.764;-43.106;26.827;60
13.656;-13.772;-43.106;26.827;60
13.688;-13.756;-43.106;26.827;60
13.719;-13.748;-43.106;26.827;60
13.750;-13.741;-43.106;26.827;60
13.781;-13.709;-43.106;26.827;60
13.813;-13.748;-43.106;26.827;60
13.844;-13.717;-43.106;26.827;60
13.875;-13.741;-43.106;26.827;60
13.906;-13.842;-43.106;26.827;60
13.938;-13.912;-43.106;26.827;60
13.969;-13.936;-43.118;26.827;60
14.000;-14.255;-43.106;26.865;60
14.031;-14.209;-43.106;26.827;60
